date_of_contract,municipality_name,zone_name,real_estate_type,area_in_square_meters,price_per_square_foot
2020-02-16,Al Rayyan,Al Aziziya,Residence,900,381.932
2019-12-15,Al Rayyan,Izghawa,Vacant Land,771,361.287
2019-03-19,Al Rayyan,Al Maamoura,Vacant Land,488,300.01903674091
2025-03-05,Al Wakrah,Al Wakrah,Residence,2225,400.0
2025-03-05,Al Wakrah,Al Wukair,Vacant Land,387,184.0
2025-03-05,Al Wakrah,Al Mashaf,Residence,700,398.0
2025-03-04,Al Wakrah,Al Wukair,Vacant Land,1937,201.0
2025-03-04,Al Wakrah,Al Wakrah,Residence,284,393.0
2025-03-02,Al Wakrah,Al Wukair,Vacant Land,1851,151.0
2025-02-27,Al Wakrah,Al Wakrah,Vacant Land,503,342.0
2025-02-27,Al Wakrah,Muaither  Al Wukair,Vacant Land,998,225.0
2025-02-27,Al Wakrah,Al Wakrah,Residence,523,320.0
2025-02-27,Al Wakrah,Al Wukair,Residence,728,447.0
2025-02-27,Al Wakrah,Al Wukair,Vacant Land,466,279.0
2025-02-27,Al Wakrah,Al Wukair,Vacant Land,566,265.0
2025-02-26,Al Wakrah,Al Wakrah,Vacant Land,400,340.0
2025-02-25,Al Wakrah,Al Wukair,Vacant Land,759,220.0
2025-02-25,Al Wakrah,Al Mashaf,Vacant Land,550,270.0
2025-02-23,Al Wakrah,Al Wukair,Residence,500,539.0
2025-02-23,Al Wakrah,Al Wukair,Vacant Land,759,220.0
2025-02-20,Al Wakrah,Al Wakrah,Residence,1194,458.0
2025-02-20,Al Wakrah,Al Wakrah,Residence,869,237.0
2025-02-20,Al Wakrah,Al Wukair,Vacant Land,600,248.0
2025-02-18,Al Wakrah,Al Wakrah,Residence,264,528.0
2025-02-18,Al Wakrah,Al Wakrah,Residential Building,1120,1270.0
2025-02-18,Al Wakrah,Al Wakrah,Residence,265,526.0
2025-02-18,Al Wakrah,Al Wukair,Residence,495,522.0
2025-02-17,Al Wakrah,Al Wukair,Residence,420,586.0
2025-02-16,Al Wakrah,Al Wakrah,Residence,450,413.0
2025-02-13,Al Wakrah,Al Wukair,Vacant Land,895,183.0
2025-02-13,Al Wakrah,Al Wakrah,Vacant Land,435,395.0
2025-02-13,Al Wakrah,Al Wukair,Residence,465,440.0
2025-02-12,Al Wakrah,Al Wakrah,Residence,1281,290.0
2025-02-10,Al Wakrah,Al Wukair,Vacant Land,813,217.0
2025-02-10,Al Wakrah,Al Wukair,Vacant Land,4000,163.0
2025-02-06,Al Wakrah,Al Mashaf,Vacant Land,450,248.0
2025-02-06,Al Wakrah,Al Wakrah,Vacant Land,540,298.0
2025-02-06,Al Wakrah,Al Wukair,Residence,500,557.0
2025-02-05,Al Wakrah,Al Wakrah,Residence,523,320.0
2025-02-05,Al Wakrah,Al Wakrah,Residence,523,355.0
2025-02-03,Al Wakrah,Al Wakrah,Vacant Land,1168,266.0
2025-02-03,Al Wakrah,Al Mashaf,Vacant Land,450,217.0
2025-02-03,Al Wakrah,Al Wakrah,Vacant Land,497,209.0
2025-02-03,Al Wakrah,Al Wukair,Residence,630,575.0
2025-02-02,Al Wakrah,Al Wukair,Vacant Land,591,314.0
2025-02-02,Al Wakrah,Al Mashaf,Vacant Land,845,228.0
2025-01-30,Al Wakrah,Al Wukair,Vacant Land,759,225.0
2025-01-30,Al Wakrah,Al Wakrah,Vacant Land,593,290.0
2025-01-30,Al Wakrah,Al Wakrah,Vacant Land,600,290.0
2025-01-30,Al Wakrah,Al Wukair,Vacant Land,700,484.0
2025-01-30,Al Wakrah,Al Wakrah,Residence,628,577.0
2025-01-30,Al Wakrah,Al Wakrah,Vacant Land,1267,367.0
2025-01-29,Al Wakrah,Al Wakrah,Residence,666,432.0
2025-01-28,Al Wakrah,Al Wakrah,Vacant Land,615,300.0
2025-01-28,Al Wakrah,Al Wukair,Vacant Land,759,220.0
2025-01-26,Al Wakrah,Al Wukair,Vacant Land,470,271.0
2025-01-26,Al Wakrah,Al Wukair,Vacant Land,1050,136.0
2025-01-26,Al Wakrah,Al Mashaf,Vacant Land,586,270.0
2025-01-23,Al Wakrah,Al Wukair,Vacant Land,705,198.0
2025-01-23,Al Wakrah,Al Wukair,Vacant Land,759,220.0
2025-01-23,Al Wakrah,Al Wakrah,Vacant Land,627,422.0
2025-01-22,Al Wakrah,Al Wakrah,Vacant Land,540,300.0
2025-01-22,Al Wakrah,Al Wukair,Vacant Land,759,220.0
2025-01-21,Al Wakrah,Al Wakrah,Vacant Land,540,300.0
2025-01-21,Al Wakrah,Al Wakrah,Vacant Land,518,305.0
2025-01-21,Al Wakrah,Al Wukair,Vacant Land,964,222.0
2025-01-21,Al Wakrah,Al Wakrah,Commercial Building,2298,1415.0
2025-01-20,Al Wakrah,Al Wukair,Vacant Land,709,215.0
2025-01-20,Al Wakrah,Al Wukair,Residence,499,540.0
2025-01-19,Al Wakrah,Al Thumama 50,Vacant Land,585,330.0
2025-01-16,Al Wakrah,Al Wukair,Residence,746,311.0
2025-01-15,Al Wakrah,Al Wakrah,Vacant Land,440,250.0
2025-01-15,Al Wakrah,Al Mashaf,Residence,527,353.0
2025-01-15,Al Wakrah,Al Wakrah,Residence,896,415.0
2025-01-15,Al Wakrah,Al Wukair,Vacant Land,500,271.0
2025-01-14,Al Wakrah,Al Wukair,Vacant Land,707,223.0
2025-01-14,Al Wakrah,Al Wakrah,Vacant Land,728,250.0
2025-01-14,Al Wakrah,Al Wakrah,Vacant Land,1155,250.0
2025-01-13,Al Wakrah,Al Wakrah,Residence,901,551.0
2025-01-09,Al Wakrah,Al Wukair,Vacant Land,526,353.0
2025-01-09,Al Wakrah,Al Wukair,Residence,450,723.0
2025-01-09,Al Wakrah,Al Wakrah,Residential Building,1101,1187.0
2025-01-07,Al Wakrah,Al Wukair,Vacant Land,450,270.0
2025-01-07,Al Wakrah,Al Wukair,Vacant Land,759,230.0
2025-01-07,Al Wakrah,Al Wukair,Residence,746,560.0
2025-01-06,Al Wakrah,Al Wakrah,Vacant Land,523,329.0
2025-01-06,Al Wakrah,Al Wakrah,Vacant Land,1042,446.0
2025-01-05,Al Wakrah,Al Wakrah,Residence,267,383.0
2025-01-05,Al Wakrah,Al Wakrah,Residence,548,526.0
2025-01-01,Al Wakrah,Al Wukair,Residence,450,506.0
2024-12-30,Al Wakrah,Al Wakrah,Residence,1187,266.0
2024-12-29,Al Wakrah,Umm Besher,Residence,982,407.0
2024-12-26,Al Wakrah,Al Wakrah,Vacant Land,526,250.0
2024-12-26,Al Wakrah,Al Wakrah,Residence,264,440.0
2024-12-26,Al Wakrah,Al Wakrah,Vacant Land,530,272.0
2024-12-26,Al Wakrah,Al Wakrah,Residence,265,438.0
2024-12-25,Al Wakrah,Al Wukair,Vacant Land,600,240.0
2024-12-25,Al Wakrah,Al Wakrah,Residence,852,218.0
2024-12-24,Al Wakrah,Al Wukair,Vacant Land,900,248.0
2024-12-23,Al Wakrah,Al Wukair,Vacant Land,744,230.0
2024-12-23,Al Wakrah,Al Wakrah,Vacant Land,691,310.0
2024-12-22,Al Wakrah,Al Wukair,Vacant Land,900,248.0
2024-12-17,Al Wakrah,Al Wukair,Residence,630,531.0
2024-12-17,Al Wakrah,Al Wakrah,Vacant Land,1000,235.0
2024-12-15,Al Wakrah,Afjat Muaither,Vacant Land,998,186.0
2024-12-15,Al Wakrah,Al Wakrah,Apartment Complex,2880,365.0
2024-12-15,Al Wakrah,Al Wakrah,Residence,667,209.0
2024-12-15,Al Wakrah,Al Wakrah,Residence,1085,330.0
2024-12-15,Al Wakrah,Al Wakrah,Vacant Land,1259,280.0
2024-12-12,Al Wakrah,Al Wukair,Vacant Land,900,237.0
2024-12-12,Al Wakrah,Al Wukair,Vacant Land,720,220.0
2024-12-11,Al Wakrah,Al Wukair,Vacant Land,708,225.0
2024-12-10,Al Wakrah,Al Wukair,Vacant Land,558,251.0
2024-12-10,Al Wakrah,Al Wukair,Vacant Land,700,220.0
2024-12-09,Al Wakrah,Al Wukair,Vacant Land,516,243.0
2024-12-09,Al Wakrah,Al Wukair,Residence,499,372.0
2024-12-09,Al Wakrah,Al Wukair,Residence,495,531.0
2024-12-08,Al Wakrah,Al Wakrah,Vacant Land,576,269.0
2024-12-08,Al Wakrah,Al Wakrah,Vacant Land,8565,175.0
2024-12-08,Al Wakrah,Al Wukair,Vacant Land,708,230.0
2024-12-08,Al Wakrah,Al Wakrah,Vacant Land,1351,315.0
2024-12-08,Al Wakrah,Al Wakrah,Vacant Land,577,270.0
2024-12-08,Al Wakrah,Al Wukair,Residence,888,200.0
2024-12-05,Al Wakrah,Al Wukair,Vacant Land,734,221.0
2024-12-04,Al Wakrah,Al Wukair,Vacant Land,700,232.0
2024-12-04,Al Wakrah,Al Wukair,Residence,769,550.0
2024-12-02,Al Wakrah,Al Wukair,Vacant Land,780,240.0
2024-12-01,Al Wakrah,Al Wukair,Vacant Land,650,172.0
2024-11-26,Al Wakrah,Al Wakrah,Residence,434,450.0
2024-11-26,Al Wakrah,Al Wukair,Residence,464,360.0
2024-11-25,Al Wakrah,Al Wukair,Vacant Land,479,260.0
2024-11-24,Al Wakrah,Al Wukair,Residence,472,394.0
2024-11-21,Al Wakrah,Al Wukair,Residence,656,496.0
2024-11-20,Al Wakrah,Al Wakrah,Vacant Land,922,292.0
2024-11-19,Al Wakrah,Al Wukair,Vacant Land,845,180.0
2024-11-17,Al Wakrah,Al Wakrah,Residence,579,297.0
2024-11-17,Al Wakrah,Al Wakrah,Residence,1143,313.0
2024-11-14,Al Wakrah,Muaither  Al Wukair,Vacant Land,1001,246.0
2024-11-13,Al Wakrah,Al Wakrah,Residence,672,525.0
2024-11-13,Al Wakrah,Al Wukair,Vacant Land,1296,229.0
2024-11-13,Al Wakrah,Al Wukair,Residence,999,256.0
2024-11-11,Al Wakrah,Al Wakrah,Residence,522,322.0
2024-11-11,Al Wakrah,Al Wakrah,Vacant Land,612,228.0
2024-11-11,Al Wakrah,Al Wakrah,Residence,700,398.0
2024-11-10,Al Wakrah,Al Wukair,Vacant Land,2951,178.0
2024-11-05,Al Wakrah,Al Wakrah,Residence,509,310.0
2024-11-04,Al Wakrah,Al Wukair,Vacant Land,2951,140.0
2024-11-04,Al Wakrah,Al Mashaf,Vacant Land,550,250.0
2024-10-31,Al Wakrah,Al Wukair,Residence,465,360.0
2024-10-31,Al Wakrah,Afjat Muaither,Vacant Land,998,158.0
2024-10-30,Al Wakrah,Al Wakrah,Vacant Land,517,279.0
2024-10-29,Al Wakrah,Umm Besher,Vacant Land,1200,154.0
2024-10-28,Al Wakrah,Al Wukair,Residence,420,597.0
2024-10-28,Al Wakrah,Al Wukair,Residence,656,255.0
2024-10-27,Al Wakrah,Muaither  Al Wukair,Vacant Land,1000,200.0
2024-10-23,Al Wakrah,Al Wakrah,Vacant Land,1188,280.0
2024-10-23,Al Wakrah,Al Mashaf,Vacant Land,581,200.0
2024-10-23,Al Wakrah,Al Wukair,Residence,459,553.0
2024-10-22,Al Wakrah,Muaither  Al Wukair,Vacant Land,1000,210.0
2024-10-21,Al Wakrah,Al Wakrah,Residence,997,443.0
2024-10-21,Al Wakrah,Al Wukair,Residence,448,415.0
2024-10-15,Al Wakrah,Al Wakrah,Vacant Land,571,309.0
2024-10-15,Al Wakrah,Al Wakrah,Vacant Land,520,339.0
2024-10-15,Al Wakrah,Al Wukair,Vacant Land,759,245.0
2024-10-15,Al Wakrah,Al Wukair,Vacant Land,700,230.0
2024-10-14,Al Wakrah,Al Wukair,Vacant Land,756,320.0
2024-10-14,Al Wakrah,Al Wukair,Residence,740,546.0
2024-10-14,Al Wakrah,Al Mashaf,Vacant Land,500,290.0
2024-10-13,Al Wakrah,Al Wakrah,Vacant Land,450,330.0
2024-10-13,Al Wakrah,Al Wukair,Residence,630,538.0
2024-10-13,Al Wakrah,Al Wakrah,Residence,516,504.0
2024-10-10,Al Wakrah,Al Wukair,Vacant Land,900,279.0
2024-10-09,Al Wakrah,Al Wukair,Vacant Land,709,200.0
2024-10-07,Al Wakrah,Al Wakrah,Residence,980,318.0
2024-10-07,Al Wakrah,Al Mashaf,Vacant Land,1052,238.0
2024-10-07,Al Wakrah,Al Wukair,Residence,2012,199.0
2024-10-03,Al Wakrah,Al Mashaf,Commercial Building,2024,1790.0
2024-10-03,Al Wakrah,Al Wukair,Residence,758,552.0
2024-10-02,Al Wakrah,Al Wukair,Vacant Land,528,352.0
2024-10-02,Al Wakrah,Al Wukair,Residence,450,413.0
2024-10-02,Al Wakrah,Al Wakrah,Residence,523,302.0
2024-10-02,Al Wakrah,Al Wakrah,Vacant Land,1063,267.0
2024-10-01,Al Wakrah,Al Wukair,Residence,459,374.0
2024-09-26,Al Wakrah,Al Wukair,Residence,720,400.0
2024-09-25,Al Wakrah,Al Wukair,Vacant Land,700,230.0
2024-09-25,Al Wakrah,Al Wukair,Residence,450,485.0
2024-09-25,Al Wakrah,Al Mashaf,Residence,526,415.0
2024-09-25,Al Wakrah,Al Wukair,Vacant Land,789,190.0
2024-09-24,Al Wakrah,Al Mashaf,Vacant Land,22831,200.0
2024-09-23,Al Wakrah,Al Wukair,Vacant Land,677,177.0
2024-09-22,Al Wakrah,Al Wukair,Vacant Land,457,163.0
2024-09-22,Al Wakrah,Al Thumama  50,Vacant Land,503,330.0
2024-09-19,Al Wakrah,Al Wakrah,Residence,594,305.0
2024-09-16,Al Wakrah,Al Wukair,Residence,746,560.0
2024-09-16,Al Wakrah,Al Wukair,Residence,700,478.0
2024-09-15,Al Wakrah,Al Wukair,Residence,492,510.0
2024-09-15,Al Wakrah,Al Wakrah,Vacant Land,364,345.0
2024-09-15,Al Wakrah,Al Wukair,Residence,470,593.0
2024-09-15,Al Wakrah,Al Wakrah,Vacant Land,525,288.0
2024-09-15,Al Wakrah,Al Wukair,Vacant Land,279660,85.0
2024-09-12,Al Wakrah,Al Wukair,Vacant Land,700,230.0
2024-09-11,Al Wakrah,Al Wukair,Vacant Land,558,233.0
2024-09-10,Al Wakrah,Al Wukair,Vacant Land,700,230.0
2024-09-09,Al Wakrah,Al Wukair,Residence,2897,144.0
2024-09-09,Al Wakrah,Al Wukair,Residence,470,356.0
2024-09-09,Al Wakrah,Al Wukair,Vacant Land,1500,201.0
2024-09-09,Al Wakrah,Al Wukair,Vacant Land,743,240.0
2024-09-08,Al Wakrah,Al Wukair,Residence,444,402.0
2024-09-08,Al Wakrah,Al Wukair,Residence,746,560.0
2024-09-08,Al Wakrah,Al Wakrah,Vacant Land,1174,184.0
2024-09-05,Al Wakrah,Al Wukair,Residence,484,346.0
2024-09-04,Al Wakrah,Al Mashaf,Residence,436,495.0
2024-09-03,Al Wakrah,Al Wakrah,Residence,1043,267.0
2024-09-03,Al Wakrah,Al Wakrah,Vacant Land,503,314.0
2024-09-02,Al Wakrah,Muaither  Al Wukair,Vacant Land,985,216.0
2024-09-01,Al Wakrah,Al Wukair,Residence,509,411.0
2024-08-29,Al Wakrah,Al Wukair,Vacant Land,4400,148.0
2024-08-28,Al Wakrah,Al Wakrah,Vacant Land,525,270.0
2024-08-27,Al Wakrah,Al Wukair,Vacant Land,480,252.0
2024-08-26,Al Wakrah,Al Wakrah,Residence,1219,305.0
2024-08-22,Al Wakrah,Al Wukair,Vacant Land,450,260.0
2024-08-20,Al Wakrah,Al Wakrah,Residence,527,511.0
2024-08-20,Al Wakrah,Al Wukair,Residence,511,515.0
2024-08-19,Al Wakrah,Al Wukair,Vacant Land,709,177.0
2024-08-15,Al Wakrah,Al Wakrah,Vacant Land,1075,302.0
2024-08-15,Al Wakrah,Al Wakrah,Residence,666,572.0
2024-08-14,Al Wakrah,Al Wukair,Residence,900,413.0
2024-08-14,Al Wakrah,Al Wukair,Vacant Land,690,230.0
2024-08-12,Al Wakrah,Al Wukair,Vacant Land,800,215.0
2024-08-08,Al Wakrah,Al Wukair,Residence,600,480.0
2024-08-08,Al Wakrah,Muaither Al Wukair,Vacant Land,985,198.0
2024-08-08,Al Wakrah,Al Wukair,Vacant Land,827,213.0
2024-08-06,Al Wakrah,Al Mashaf,Residence,700,438.0
2024-08-06,Al Wakrah,Al Wukair,Vacant Land,1000,250.0
2024-08-01,Al Wakrah,Al Wukair,Vacant Land,750,230.0
2024-07-31,Al Wakrah,Al Wakrah,Residence,750,455.0
2024-07-31,Al Wakrah,Al Wukair,Vacant Land,696,215.0
2024-07-30,Al Wakrah,Al Wakrah,Residence,1219,473.0
2024-07-29,Al Wakrah,Al Wukair,Vacant Land,800,215.0
2024-07-29,Al Wakrah,Al Wukair,Residence,763,504.0
2024-07-24,Al Wakrah,Al Wukair,Vacant Land,720,290.0
2024-07-24,Al Wakrah,Al Wukair,Vacant Land,734,285.0
2024-07-24,Al Wakrah,Al Wukair,Vacant Land,755,277.0
2024-07-24,Al Wakrah,Al Wukair,Vacant Land,743,281.0
2024-07-24,Al Wakrah,Al Wukair,Vacant Land,754,277.0
2024-07-24,Al Wakrah,Al Wukair,Vacant Land,732,286.0
2024-07-24,Al Wakrah,Al Wukair,Vacant Land,756,276.0
2024-07-24,Al Wakrah,Al Wukair,Vacant Land,775,270.0
2024-07-24,Al Wakrah,Al Wukair,Vacant Land,721,290.0
2024-07-24,Al Wakrah,Al Wukair,Vacant Land,744,281.0
2024-07-22,Al Wakrah,Al Wukair,Residence,810,436.0
2024-07-21,Al Wakrah,Al Wakrah,Residence,527,414.0
2024-07-21,Al Wakrah,Al Wukair,Vacant Land,756,215.0
2024-07-17,Al Wakrah,Al Wukair,Residence,470,633.0
2024-07-16,Al Wakrah,Al Wukair,Vacant Land,680,210.0
2024-07-16,Al Wakrah,Al Wukair,Residence,471,592.0
2024-07-16,Al Wakrah,Al Wakrah,Residence,602,324.0
2024-07-16,Al Wakrah,Al Wukair,Residence,462,302.0
2024-07-15,Al Wakrah,Al Wakrah,Vacant Land,450,227.0
2024-07-15,Al Wakrah,Muaither Al Wukair,Vacant Land,1000,192.0
2024-07-14,Al Wakrah,Al Wukair,Vacant Land,767,215.0
2024-07-14,Al Wakrah,Al Wakrah,Residence,531,350.0
2024-07-11,Al Wakrah,Al Wukair,Vacant Land,600,250.0
2024-07-11,Al Wakrah,Al Wukair,Vacant Land,774,480.0
2024-07-10,Al Wakrah,Umm Besher,Vacant Land,1000,362.0
2024-07-09,Al Wakrah,Al Wukair,Vacant Land,769,207.0
2024-07-08,Al Wakrah,Al Wukair,Vacant Land,532,489.0
2024-07-08,Al Wakrah,Al Wukair,Vacant Land,827,140.0
2024-07-08,Al Wakrah,Al Wukair,Vacant Land,1005,247.0
2024-07-08,Al Wakrah,Al Wukair,Residence,446,375.0
2024-07-08,Al Wakrah,Al Wukair,Vacant Land,591,210.0
2024-07-08,Al Wakrah,Al Wukair,Vacant Land,746,215.0
2024-07-08,Al Wakrah,Al Wukair,Vacant Land,720,140.0
2024-07-04,Al Wakrah,Al Wakrah,Residence,712,261.0
2024-07-04,Al Wakrah,Al Wukair,Vacant Land,1008,200.0
2024-07-04,Al Wakrah,Al Wakrah,Residence,600,573.0
2024-07-04,Al Wakrah,Al Wukair,Vacant Land,1228,200.0
2024-07-04,Al Wakrah,Al Wakrah,Vacant Land,633,279.0
2024-07-03,Al Wakrah,Al Wakrah,Residence,577,312.0
2024-07-02,Al Wakrah,Al Wukair,Residence,6686,257.0
2024-06-30,Al Wakrah,Al Wakrah,Vacant Land,1000,295.0
2024-06-30,Al Wakrah,Al Wakrah,Residence,635,402.0
2024-06-27,Al Wakrah,Al Wukair,Residence,778,524.0
2024-06-27,Al Wakrah,Al Wukair,Residence,450,681.0
2024-06-26,Al Wakrah,Al Wukair,Vacant Land,600,279.0
2024-06-26,Al Wakrah,Al Mashaf,Vacant Land,600,275.0
2024-06-24,Al Wakrah,Al Wukair,Vacant Land,1000,240.0
2024-06-23,Al Wakrah,Al Wukair,Vacant Land,600,221.0
2024-06-23,Al Wakrah,Al Wukair,Vacant Land,566,257.0
2024-06-13,Al Wakrah,Al Wukair,Vacant Land,762,230.0
2024-06-11,Al Wakrah,Al Wukair,Residence,446,406.0
2024-06-09,Al Wakrah,Al Wukair,Vacant Land,562,264.0
2024-06-06,Al Wakrah,Al Wukair,Vacant Land,1005,199.0
2024-06-05,Al Wakrah,Al Mashaf,Residence,537,528.0
2024-06-05,Al Wakrah,Al Wukair,Vacant Land,600,232.0
2024-06-04,Al Wakrah,Al Wukair,Vacant Land,594,205.0
2024-06-04,Al Wakrah,Al Wakrah,Vacant Land,434,375.0
2024-06-04,Al Wakrah,Al Wakrah,Vacant Land,446,291.0
2024-06-04,Al Wakrah,Al Wakrah,Vacant Land,446,308.0
2024-06-03,Al Wakrah,Al Wakrah,Residence,900,292.0
2024-05-30,Al Wakrah,Al Wakrah,Residence,675,330.0
2024-05-29,Al Wakrah,Al Wukair,Residence,2000,650.0
2024-05-29,Al Wakrah,Al Wukair,Residence,743,625.0
2024-05-29,Al Wakrah,Al Wukair,Residence,930,367.0
2024-05-28,Al Wakrah,Al Wukair,Vacant Land,700,199.0
2024-05-27,Al Wakrah,Al Wakrah,Vacant Land,450,299.0
2024-05-27,Al Wakrah,Al Wukair,Vacant Land,1000,186.0
2024-05-26,Al Wakrah,Al Wakrah,Vacant Land,524,304.0
2024-05-26,Al Wakrah,Al Wukair,Vacant Land,700,200.0
2024-05-23,Al Wakrah,Al Wukair,Residence,446,365.0
2024-05-23,Al Wakrah,Al Wakrah,Residence,602,278.0
2024-05-22,Al Wakrah,Al Mashaf,Vacant Land,550,250.0
2024-05-22,Al Wakrah,Al Wukair,Vacant Land,968,182.0
2024-05-22,Al Wakrah,Al Mashaf,Vacant Land,552,250.0
2024-05-21,Al Wakrah,Al Wukair,Residence,525,409.0
2024-05-21,Al Wakrah,Al Wukair,Vacant Land,700,200.0
2024-05-19,Al Wakrah,Al Wakrah,Vacant Land,1225,265.0
2024-05-16,Al Wakrah,Al Wukair,Vacant Land,780,208.0
2024-05-15,Al Wakrah,Al Wakrah,Shops,900,1548.0
2024-05-14,Al Wakrah,Al Wukair,Vacant Land,1225,190.0
2024-05-14,Al Wakrah,Umm Besher,Vacant Land,901,278.0
2024-05-13,Al Wakrah,Al Wukair,Residence,525,369.0
2024-05-13,Al Wakrah,Al Wukair,Vacant Land,761,250.0
2024-05-13,Al Wakrah,Al Wukair,Vacant Land,705,200.0
2024-05-13,Al Wakrah,Al Wakrah,Vacant Land,646,255.0
2024-05-12,Al Wakrah,Al Wukair,Vacant Land,600,223.0
2024-05-12,Al Wakrah,Al Wukair,Vacant Land,732,194.0
2024-05-12,Al Wakrah,Al Wukair,Vacant Land,734,200.0
2024-05-12,Al Wakrah,Al Wukair,Vacant Land,697,200.0
2024-05-12,Al Wakrah,Al Wukair,Vacant Land,500,275.0
2024-05-12,Al Wakrah,Al Wukair,Vacant Land,731,194.0
2024-05-08,Al Wakrah,Afjat Muaither,Vacant Land,997,158.0
2024-05-07,Al Wakrah,Al Wukair,Residence,450,469.0
2024-05-07,Al Wakrah,Al Wukair,Vacant Land,2056,172.0
2024-05-06,Al Wakrah,Al Wakrah,Vacant Land,26412,210.0
2024-05-06,Al Wakrah,Al Wukair,Vacant Land,696,200.0
2024-05-05,Al Wakrah,Al Wukair,Vacant Land,694,220.0
2024-05-05,Al Wakrah,Al Wakrah,Vacant Land,1200,267.0
2024-05-01,Al Wakrah,Al Wukair,Vacant Land,675,203.0
2024-04-30,Al Wakrah,Al Wukair,Vacant Land,734,200.0
2024-04-30,Al Wakrah,Al Mashaf,Residence,612,349.0
2024-04-30,Al Wakrah,Al Wukair,Vacant Land,710,193.0
2024-04-30,Al Wakrah,Al Wakrah,Residence,523,426.0
2024-04-29,Al Wakrah,Al Wakrah,Vacant Land,1308,210.0
2024-04-29,Al Wakrah,Al Wakrah,Vacant Land,2912,210.0
2024-04-29,Al Wakrah,Al Wakrah,Residence,1007,923.0
2024-04-28,Al Wakrah,Al Wakrah,Vacant Land,571,293.0
2024-04-25,Al Wakrah,Al Wakrah,Residence,868,235.0
2024-04-25,Al Wakrah,Al Wakrah,Residence,514,350.0
2024-04-24,Al Wakrah,Al Wukair,Vacant Land,495,255.0
2024-04-23,Al Wakrah,Al Wukair,Vacant Land,696,200.0
2024-04-23,Al Wakrah,Al Mashaf,Vacant Land,596,311.0
2024-04-23,Al Wakrah,Al Wukair,Vacant Land,731,200.0
2024-04-23,Al Wakrah,Al Mashaf,Vacant Land,598,309.0
2024-04-22,Al Wakrah,Al Mashaf,Vacant Land,700,170.0
2024-04-22,Al Wakrah,Al Wakrah,Residence,289,458.0
2024-04-22,Al Wakrah,Al Wukair,Residence,818,511.0
2024-04-21,Al Wakrah,Al Wukair,Residence,450,408.0
2024-04-21,Al Wakrah,Al Wukair,Vacant Land,731,200.0
2024-04-18,Al Wakrah,Al Wukair,Vacant Land,713,200.0
2024-04-18,Al Wakrah,Al Wakrah,Residence,536,243.0
2024-04-18,Al Wakrah,Al Wakrah,Residence,868,289.0
2024-04-17,Al Wakrah,Al Wukair,Vacant Land,13699,140.0
2024-04-17,Al Wakrah,Al Wukair,Vacant Land,734,200.0
2024-04-17,Al Wakrah,Al Wakrah,Residence,1823,428.0
2024-04-17,Al Wakrah,Al Wukair,Vacant Land,470,400.0
2024-04-17,Al Wakrah,Al Wukair,Vacant Land,3188,140.0
2024-04-04,Al Wakrah,Al Wukair,Residence,450,495.0
2024-04-04,Al Wakrah,Al Wakrah,Residence,598,497.0
2024-04-04,Al Wakrah,Al Wukair,Vacant Land,713,200.0
2024-04-04,Al Wakrah,Al Wakrah,Residence,613,349.0
2024-04-03,Al Wakrah,Al Wakrah,Vacant Land,1388,268.0
2024-04-03,Al Wakrah,Al Wukair,Vacant Land,748,215.0
2024-04-03,Al Wakrah,Al Wukair,Vacant Land,735,215.0
2024-04-03,Al Wakrah,Al Wukair,Vacant Land,765,215.0
2024-04-03,Al Wakrah,Muaither  Al Wukair,Vacant Land,1000,193.0
2024-04-03,Al Wakrah,Al Wukair,Vacant Land,735,215.0
2024-04-02,Al Wakrah,Al Wukair,Vacant Land,679,210.0
2024-04-01,Al Wakrah,Al Wakrah,Residence,450,403.0
2024-03-28,Al Wakrah,Al Wukair,Vacant Land,780,219.0
2024-03-28,Al Wakrah,Al Wakrah,Residence,562,248.0
2024-03-25,Al Wakrah,Al Wakrah,Vacant Land,510,270.0
2024-03-24,Al Wakrah,Al Wukair,Vacant Land,11504,162.0
2024-03-24,Al Wakrah,Al Wukair,Vacant Land,16345,140.0
2024-03-24,Al Wakrah,Al Wukair,Vacant Land,11343,164.0
2024-03-21,Al Wakrah,Al Wukair,Vacant Land,843,198.0
2024-03-20,Al Wakrah,Al Mashaf,Residence,801,365.0
2024-03-18,Al Wakrah,Al Wukair,Vacant Land,756,200.0
2024-03-14,Al Wakrah,Al Wakrah,Residence,523,327.0
2024-03-14,Al Wakrah,Al Wakrah,Residence,665,327.0
2024-03-14,Al Wakrah,Al Wakrah,Residence,523,333.0
2024-03-14,Al Wakrah,Al Wakrah,Residence,538,327.0
2024-03-12,Al Wakrah,Al Wukair,Vacant Land,713,200.0
2024-03-10,Al Wakrah,Al Wukair,Residence,490,474.0
2024-03-10,Al Wakrah,Al Wukair,Vacant Land,756,200.0
2024-03-10,Al Wakrah,Al Wukair,Vacant Land,750,213.0
2024-03-10,Al Wakrah,Al Wukair,Vacant Land,765,215.0
2024-03-07,Al Wakrah,Al Wukair,Vacant Land,558,255.0
2024-03-06,Al Wakrah,Al Wukair,Vacant Land,908,210.0
2024-03-06,Al Wakrah,Al Wukair,Vacant Land,731,200.0
2024-03-06,Al Wakrah,Al Wukair,Vacant Land,471,200.0
2024-03-06,Al Wakrah,Al Wukair,Vacant Land,642,200.0
2024-03-06,Al Wakrah,Al Wakrah,Vacant Land,1914,900.0
